2022-07-27,13000,7100
2022-07-28,12000,8800
2022-07-29,10000,7400
2022-07-30,8500,6300
2022-07-31,8400,7300
2022-08-01,1500,1500
2022-08-02,1300,1100
2022-08-03,1100,1200
2022-08-04,1200,1200
2022-08-05,1400,1000
2022-08-06,9500,9600
